taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	references	taxonRemarks
Herpetosiphonales	Chloroflexales		Herpetosiphonales	order		
Sphaerobacterales	Thermomicrobiales		Sphaerobacterales	order		
Emcibacterales	Sphingomonadales		Emcibacterales	order		
Catenulisporales	Streptomycetales		Catenulisporales	order		
Ktedonobacterales	Ktedonobacterales	Ktedonobacteria	Ktedonobacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Ktedonobacterales	
Ktedonobacteria	Ktedonobacteria	Chloroflexota	Ktedonobacteria	class	https://gtdb.ecogenomic.org/tree?r=c__Ktedonobacteria	
Thermogemmatisporales	Ktedonobacterales		Thermogemmatisporales	order		
Cryptosporangiales	Mycobacteriales		Cryptosporangiales	order		
Fermentibacterales	Fermentibacterales	Fermentibacteria	Fermentibacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Fermentibacterales	
Candidatus_Fermentibacterales	Fermentibacterales		Candidatus Fermentibacterales	order		
Euzebyales	Euzebyales	Actinomycetia	Euzebyales	order	https://gtdb.ecogenomic.org/tree?r=o__Euzebyales	
Egibacterales	Euzebyales		Egibacterales	order		
Acidulodesulfobacterales	Acidulodesulfobacterales	SZUA-79	Acidulodesulfobacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Acidulodesulfobacterales	
SZUA-79	SZUA-79	SZUA-79	SZUA-79	class	https://gtdb.ecogenomic.org/tree?r=c__SZUA-79	
SZUA-79	SZUA-79	Bacteria	SZUA-79	phylum	https://gtdb.ecogenomic.org/tree?r=p__SZUA-79	
Candidatus_Acidulodesulfobacterales	Acidulodesulfobacterales		Candidatus Acidulodesulfobacterales	order		
Babeliales	Babeliales	Babeliae	Babeliales	order	https://gtdb.ecogenomic.org/tree?r=o__Babeliales	
Candidatus_Babeliales	Babeliales		Candidatus Babeliales	order		
Spirulinales	Cyanobacteriales		Spirulinales	order		
Chitinivibrionales	Chitinivibrionales	Chitinivibrionia	Chitinivibrionales	order	https://gtdb.ecogenomic.org/tree?r=o__Chitinivibrionales	
Chitinispirillales	Chitinivibrionales		Chitinispirillales	order		
Termititenacales	Termititenacales	Termititenacia	Termititenacales	order	https://gtdb.ecogenomic.org/tree?r=o__Termititenacales	
Candidatus_Termititenacales	Termititenacales		Candidatus Termititenacales	order		
TMED189	TMED189	Acidimicrobiia	TMED189	order	https://gtdb.ecogenomic.org/tree?r=o__TMED189	
Candidatus_Actinomarinales	TMED189		Candidatus Actinomarinales	order		
Pyrinomonadales	Pyrinomonadales	Blastocatellia	Pyrinomonadales	order	https://gtdb.ecogenomic.org/tree?r=o__Pyrinomonadales	
Blastocatellia	Blastocatellia	Acidobacteriota	Blastocatellia	class	https://gtdb.ecogenomic.org/tree?r=c__Blastocatellia	
Blastocatellales	Pyrinomonadales		Blastocatellales	order		
Fibrobacterales	Fibrobacterales	Fibrobacteria	Fibrobacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Fibrobacterales	
Fibromonadales	Fibrobacterales		Fibromonadales	order		
Gloeomargaritales	Gloeomargaritales	Cyanobacteriia	Gloeomargaritales	order	https://gtdb.ecogenomic.org/tree?r=o__Gloeomargaritales	
Gloeoemargaritales	Gloeomargaritales		Gloeoemargaritales	order		
Caenarcaniphilales	Caenarcaniphilales	Vampirovibrionia	Caenarcaniphilales	order	https://gtdb.ecogenomic.org/tree?r=o__Caenarcaniphilales	
Candidatus_Caenarcaniphilales	Caenarcaniphilales		Candidatus Caenarcaniphilales	order		
Obscuribacterales	Obscuribacterales	Vampirovibrionia	Obscuribacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Obscuribacterales	
Candidatus_Obscuribacterales	Obscuribacterales		Candidatus Obscuribacterales	order		
Solirubrobacterales	Solirubrobacterales	Thermoleophilia	Solirubrobacterales	order	https://gtdb.ecogenomic.org/tree?r=o__Solirubrobacterales	
Thermoleophilales	Solirubrobacterales		Thermoleophilales	order		
Sumerlaeales	Sumerlaeales	Sumerlaeia	Sumerlaeales	order	https://gtdb.ecogenomic.org/tree?r=o__Sumerlaeales	
Candidatus_Sumerlaeales	Sumerlaeales		Candidatus Sumerlaeales	order		
Natrialbales	Enterobacterales		Natrialbales	order		
Arenicellales	UBA10353		Arenicellales	order		
Anaeroplasmatales	Acholeplasmatales		Anaeroplasmatales	order		
Rhodothalassiales	Sphingomonadales		Rhodothalassiales	order		
Christensenellales	Christensenellales	Clostridia_A	Christensenellales	order	https://gtdb.ecogenomic.org/tree?r=o__Christensenellales	
Clostridia_A	Clostridia_A	Firmicutes_A	Clostridia_A	class	https://gtdb.ecogenomic.org/tree?r=c__Clostridia_A	
Candidatus_Borkfalkiales	Christensenellales		Candidatus Borkfalkiales	order		
Egicoccales	Nitriliruptorales		Egicoccales	order		
Actinobacteria	Actinobacteriota		Actinobacteria	phylum		
Bacteroidetes	Bacteroidota		Bacteroidetes	phylum		
Spirochaetes	Spirochaetota		Spirochaetes	phylum		
Chloroflexi	Chloroflexota		Chloroflexi	phylum		
Tenericutes	Firmicutes		Tenericutes	phylum		
Verrucomicrobia	Verrucomicrobiota		Verrucomicrobia	phylum		
Acidobacteria	Acidobacteriota		Acidobacteria	phylum		
Planctomycetes	Planctomycetota		Planctomycetes	phylum		
Chlamydiae	Verrucomicrobiota_A		Chlamydiae	phylum		
Fusobacteria	Fusobacteriota		Fusobacteria	phylum		
Nitrospirae	Nitrospirota		Nitrospirae	phylum		
Gemmatimonadetes	Gemmatimonadota		Gemmatimonadetes	phylum		
Deinococcus-Thermus	Deinococcota		Deinococcus-Thermus	phylum		
Marinisomatota	Marinisomatota	Bacteria	Marinisomatota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Marinisomatota	
Candidatus_Marinimicrobia	Marinisomatota		Candidatus Marinimicrobia	phylum		
Thermotogae	Thermotogota		Thermotogae	phylum		
Ignavibacteriae	Bacteroidota		Ignavibacteriae	phylum		
Candidatus_Nomurabacteria	Patescibacteria		Candidatus Nomurabacteria	phylum		
Balneolaeota	Bacteroidota		Balneolaeota	phylum		
Candidatus_Saccharibacteria	Patescibacteria		Candidatus Saccharibacteria	phylum		
Omnitrophota	Omnitrophota	Bacteria	Omnitrophota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Omnitrophota	
Candidatus_Omnitrophica	Omnitrophota		Candidatus Omnitrophica	phylum		
Elusimicrobia	Elusimicrobiota		Elusimicrobia	phylum		
Synergistetes	Synergistota		Synergistetes	phylum		
Candidatus_Peregrinibacteria	Patescibacteria		Candidatus Peregrinibacteria	phylum		
Candidatus_Moranbacteria	Patescibacteria		Candidatus Moranbacteria	phylum		
Candidatus_Roizmanbacteria	Patescibacteria		Candidatus Roizmanbacteria	phylum		
Candidatus_Uhrbacteria	Patescibacteria		Candidatus Uhrbacteria	phylum		
candidate_division_WWE3	Patescibacteria		candidate division WWE3	phylum		
Fibrobacteres	Fibrobacterota		Fibrobacteres	phylum		
Candidatus_Woesebacteria	Patescibacteria		Candidatus Woesebacteria	phylum		
Candidatus_Magasanikbacteria	Patescibacteria		Candidatus Magasanikbacteria	phylum		
Cloacimonadota	Cloacimonadota	Bacteria	Cloacimonadota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Cloacimonadota	
Candidatus_Cloacimonetes	Cloacimonadota		Candidatus Cloacimonetes	phylum		
Candidatus_Kaiserbacteria	Patescibacteria		Candidatus Kaiserbacteria	phylum		
Candidatus_Falkowbacteria	Patescibacteria		Candidatus Falkowbacteria	phylum		
Armatimonadetes	Armatimonadota		Armatimonadetes	phylum		
Candidatus_Levybacteria	Patescibacteria		Candidatus Levybacteria	phylum		
Candidatus_Melainabacteria	Cyanobacteria		Candidatus Melainabacteria	phylum		
Candidatus_Yanofskybacteria	Patescibacteria		Candidatus Yanofskybacteria	phylum		
Methylomirabilota	Methylomirabilota	Bacteria	Methylomirabilota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Methylomirabilota	
Candidatus_Rokubacteria	Methylomirabilota		Candidatus Rokubacteria	phylum		
Lentisphaerae	Verrucomicrobiota		Lentisphaerae	phylum		
Eremiobacterota	Eremiobacterota	Bacteria	Eremiobacterota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Eremiobacterota	
candidate_division_WPS-2	Eremiobacterota		candidate division WPS-2	phylum		
Aquificae	Aquificota		Aquificae	phylum		
Candidatus_Giovannonibacteria	Patescibacteria		Candidatus Giovannonibacteria	phylum		
Candidatus_Zambryskibacteria	Patescibacteria		Candidatus Zambryskibacteria	phylum		
Chlorobi	Bacteroidota		Chlorobi	phylum		
Candidatus_Nealsonbacteria	Patescibacteria		Candidatus Nealsonbacteria	phylum		
Dormibacterota	Dormibacterota	Bacteria	Dormibacterota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Dormibacterota	
candidate_division_AD3	Dormibacterota		candidate division AD3	phylum		
Candidatus_Daviesbacteria	Patescibacteria		Candidatus Daviesbacteria	phylum		
Candidatus_Gottesmanbacteria	Patescibacteria		Candidatus Gottesmanbacteria	phylum		
Candidatus_Taylorbacteria	Patescibacteria		Candidatus Taylorbacteria	phylum		
Candidatus_Collierbacteria	Patescibacteria		Candidatus Collierbacteria	phylum		
Nitrospinae	Nitrospinota		Nitrospinae	phylum		
Candidatus_Curtissbacteria	Patescibacteria		Candidatus Curtissbacteria	phylum		
Candidatus_Pacebacteria	Patescibacteria		Candidatus Pacebacteria	phylum		
Candidatus_Azambacteria	Patescibacteria		Candidatus Azambacteria	phylum		
Kiritimatiellaeota	Verrucomicrobiota		Kiritimatiellaeota	phylum		
Candidatus_Staskawiczbacteria	Patescibacteria		Candidatus Staskawiczbacteria	phylum		
Candidatus_Shapirobacteria	Patescibacteria		Candidatus Shapirobacteria	phylum		
Bipolaricaulota	Bipolaricaulota	Bacteria	Bipolaricaulota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Bipolaricaulota	
Candidatus_Bipolaricaulota	Bipolaricaulota		Candidatus Bipolaricaulota	phylum		
Candidatus_Parcubacteria	Patescibacteria		Candidatus Parcubacteria	phylum		
Candidatus_Aminicenantes	Acidobacteriota		Candidatus Aminicenantes	phylum		
Candidatus_Doudnabacteria	Patescibacteria		Candidatus Doudnabacteria	phylum		
Candidatus_Portnoybacteria	Patescibacteria		Candidatus Portnoybacteria	phylum		
Caldatribacteriota	Caldatribacteriota	Bacteria	Caldatribacteriota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Caldatribacteriota	
Candidatus_Atribacteria	Caldatribacteriota		Candidatus Atribacteria	phylum		
Hydrogenedentota	Hydrogenedentota	Bacteria	Hydrogenedentota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Hydrogenedentota	
Candidatus_Hydrogenedentes	Hydrogenedentota		Candidatus Hydrogenedentes	phylum		
Thermodesulfobacteria	Desulfobacterota		Thermodesulfobacteria	phylum		
Candidatus_Wolfebacteria	Patescibacteria		Candidatus Wolfebacteria	phylum		
Candidatus_Yonathbacteria	Patescibacteria		Candidatus Yonathbacteria	phylum		
Candidatus_Kryptonia	Bacteroidota		Candidatus Kryptonia	phylum		
Candidatus_Beckwithbacteria	Patescibacteria		Candidatus Beckwithbacteria	phylum		
Caldiserica	Caldisericota		Caldiserica	phylum		
Candidatus_Campbellbacteria	Patescibacteria		Candidatus Campbellbacteria	phylum		
Candidatus_Berkelbacteria	Patescibacteria		Candidatus Berkelbacteria	phylum		
Candidatus_Amesbacteria	Patescibacteria		Candidatus Amesbacteria	phylum		
Zixibacteria	Zixibacteria	Bacteria	Zixibacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Zixibacteria	
candidate_division_Zixibacteria	Zixibacteria		candidate division Zixibacteria	phylum		
WOR-3	WOR-3	Bacteria	WOR-3	phylum	https://gtdb.ecogenomic.org/tree?r=p__WOR-3	
candidate_division_WOR-3	WOR-3		candidate division WOR-3	phylum		
Poribacteria	Poribacteria	Bacteria	Poribacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Poribacteria	
Candidatus_Poribacteria	Poribacteria		Candidatus Poribacteria	phylum		
Deferribacteres	Deferribacterota		Deferribacteres	phylum		
Candidatus_Jacksonbacteria	Patescibacteria		Candidatus Jacksonbacteria	phylum		
Candidatus_Wildermuthbacteria	Patescibacteria		Candidatus Wildermuthbacteria	phylum		
Candidatus_Komeilibacteria	Patescibacteria		Candidatus Komeilibacteria	phylum		
Latescibacterota	Latescibacterota	Bacteria	Latescibacterota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Latescibacterota	
Candidatus_Latescibacteria	Latescibacterota		Candidatus Latescibacteria	phylum		
Candidatus_Jorgensenbacteria	Patescibacteria		Candidatus Jorgensenbacteria	phylum		
Candidatus_Sungbacteria	Patescibacteria		Candidatus Sungbacteria	phylum		
Candidatus_Kerfeldbacteria	Patescibacteria		Candidatus Kerfeldbacteria	phylum		
Rhodothermaeota	Bacteroidota		Rhodothermaeota	phylum		
Candidatus_Kuenenbacteria	Patescibacteria		Candidatus Kuenenbacteria	phylum		
Candidatus_Margulisbacteria	Margulisbacteria		Candidatus Margulisbacteria	phylum		
Candidatus_Gracilibacteria	Patescibacteria		Candidatus Gracilibacteria	phylum		
Candidatus_Fermentibacteria	Fermentibacterota		Candidatus Fermentibacteria	phylum		
Candidatus_Ryanbacteria	Patescibacteria		Candidatus Ryanbacteria	phylum		
Eisenbacteria	Eisenbacteria	Bacteria	Eisenbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Eisenbacteria	
Candidatus_Eisenbacteria	Eisenbacteria		Candidatus Eisenbacteria	phylum		
Candidatus_Harrisonbacteria	Patescibacteria		Candidatus Harrisonbacteria	phylum		
Candidatus_Buchananbacteria	Patescibacteria		Candidatus Buchananbacteria	phylum		
candidate_division_NC10	Methylomirabilota		candidate division NC10	phylum		
Candidatus_Veblenbacteria	Patescibacteria		Candidatus Veblenbacteria	phylum		
Candidatus_Andersenbacteria	Patescibacteria		Candidatus Andersenbacteria	phylum		
Candidatus_Vogelbacteria	Patescibacteria		Candidatus Vogelbacteria	phylum		
Candidatus_Colwellbacteria	Patescibacteria		Candidatus Colwellbacteria	phylum		
candidate_division_CPR2	Patescibacteria		candidate division CPR2	phylum		
Candidatus_Adlerbacteria	Patescibacteria		Candidatus Adlerbacteria	phylum		
Edwardsbacteria	Edwardsbacteria	Bacteria	Edwardsbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Edwardsbacteria	
Candidatus_Edwardsbacteria	Edwardsbacteria		Candidatus Edwardsbacteria	phylum		
candidate_division_CPR3	Patescibacteria		candidate division CPR3	phylum		
Candidatus_Raymondbacteria	Fibrobacterota		Candidatus Raymondbacteria	phylum		
Candidatus_Terrybacteria	Patescibacteria		Candidatus Terrybacteria	phylum		
Schekmanbacteria	Schekmanbacteria	Bacteria	Schekmanbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Schekmanbacteria	
Candidatus_Schekmanbacteria	Schekmanbacteria		Candidatus Schekmanbacteria	phylum		
Candidatus_Brennerbacteria	Patescibacteria		Candidatus Brennerbacteria	phylum		
Candidatus_Lloydbacteria	Patescibacteria		Candidatus Lloydbacteria	phylum		
Candidatus_Cryosericota	Caldisericota		Candidatus Cryosericota	phylum		
Candidatus_Microgenomates	Patescibacteria		Candidatus Microgenomates	phylum		
Candidatus_Blackburnbacteria	Patescibacteria		Candidatus Blackburnbacteria	phylum		
Candidatus_Liptonbacteria	Patescibacteria		Candidatus Liptonbacteria	phylum		
Delongbacteria	Delongbacteria	Bacteria	Delongbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Delongbacteria	
Candidatus_Delongbacteria	Delongbacteria		Candidatus Delongbacteria	phylum		
Candidatus_Tagabacteria	Patescibacteria		Candidatus Tagabacteria	phylum		
Dictyoglomota	Dictyoglomota	Bacteria	Dictyoglomota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Dictyoglomota	
Dictyoglomi	Dictyoglomota		Dictyoglomi	phylum		
Candidatus_Niyogibacteria	Patescibacteria		Candidatus Niyogibacteria	phylum		
Candidatus_Woykebacteria	Patescibacteria		Candidatus Woykebacteria	phylum		
Candidatus_Riflebacteria	Riflebacteria		Candidatus Riflebacteria	phylum		
RBG-13-66-14	RBG-13-66-14	Bacteria	RBG-13-66-14	phylum	https://gtdb.ecogenomic.org/tree?r=p__RBG-13-66-14	
Candidatus_Coatesbacteria	RBG-13-66-14		Candidatus Coatesbacteria	phylum		
Firestonebacteria	Firestonebacteria	Bacteria	Firestonebacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Firestonebacteria	
Candidatus_Firestonebacteria	Firestonebacteria		Candidatus Firestonebacteria	phylum		
Candidatus_Hydrothermae	WOR-3		Candidatus Hydrothermae	phylum		
Calescibacterota	Calescibacterota	Bacteria	Calescibacterota	phylum	https://gtdb.ecogenomic.org/tree?r=p__Calescibacterota	
Candidatus_Calescamantes	Calescibacterota		Candidatus Calescamantes	phylum		
Candidatus_Spechtbacteria	Patescibacteria		Candidatus Spechtbacteria	phylum		
Candidatus_Chisholmbacteria	Patescibacteria		Candidatus Chisholmbacteria	phylum		
Candidatus_Handelsmanbacteria	Latescibacterota		Candidatus Handelsmanbacteria	phylum		
Lindowbacteria	Lindowbacteria	Bacteria	Lindowbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Lindowbacteria	
Candidatus_Lindowbacteria	Lindowbacteria		Candidatus Lindowbacteria	phylum		
Candidatus_Kapabacteria	Bacteroidota		Candidatus Kapabacteria	phylum		
Wallbacteria	Wallbacteria	Bacteria	Wallbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Wallbacteria	
Candidatus_Wallbacteria	Wallbacteria		Candidatus Wallbacteria	phylum		
Abyssubacteria	Abyssubacteria	Bacteria	Abyssubacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Abyssubacteria	
Candidatus_Abyssubacteria	Abyssubacteria		Candidatus Abyssubacteria	phylum		
Candidatus_Fraserbacteria	Bipolaricaulota		Candidatus Fraserbacteria	phylum		
Candidatus_Abawacabacteria	Patescibacteria		Candidatus Abawacabacteria	phylum		
Candidatus_Glassbacteria	Gemmatimonadota		Candidatus Glassbacteria	phylum		
Candidatus_Wirthbacteria	Patescibacteria		Candidatus Wirthbacteria	phylum		
Candidatus_Woesearchaeota	Planctomycetota		Candidatus Woesearchaeota	phylum		
Goldbacteria	Goldbacteria	Bacteria	Goldbacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Goldbacteria	
Candidatus_Goldbacteria	Goldbacteria		Candidatus Goldbacteria	phylum		
Abditibacteriota	Armatimonadota		Abditibacteriota	phylum		
Candidatus_Cerribacteria	Patescibacteria		Candidatus Cerribacteria	phylum		
Aureabacteria	Aureabacteria	Bacteria	Aureabacteria	phylum	https://gtdb.ecogenomic.org/tree?r=p__Aureabacteria	
Candidatus_Aureabacteria	Aureabacteria		Candidatus Aureabacteria	phylum		
AABM5-125-24	AABM5-125-24	Bacteria	AABM5-125-24	phylum	https://gtdb.ecogenomic.org/tree?r=p__AABM5-125-24	
candidate_division_LCP-89	AABM5-125-24		candidate division LCP-89	phylum		
